event,event_type,eventID,date,location,fight,fightID,weight_class,fight_duration,scheduled_rounds,result,fighter,fighterID,outcome,SigStr,StrAccuracy,SLPM,StrDef,takedown,takedownAcc,takedownDef,opp,oppID,oppOutcome,opp_SigStr,opp_StrAccuracy,opp_SLPM,opp_StrDef,opp_takedown,opp_takedownAcc,opp_takedownDef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 210: Cormier vs. Johnson 2,UFC,0213PPV,4/8/2017,"Buffalo, New York, USA",Daniel Cormier vs Anthony Johnson,4070UFC,Light Heavyweight,8.62,5,Submission,Daniel Cormier,cormidan01,W,36,0.87804878,4.176334107,0.388888889,1,0.5,0.666666667,Anthony Johnson,johnsant01,L,22,0.611111111,2.552204176,0.12195122,1,0.333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 210: Cormier vs. Johnson 2,UFC,0213PPV,4/8/2017,"Buffalo, New York, USA",Gegard Mousasi vs Chris Weidman,4071UFC,Middleweight,8.22,3,KO/TKO,Gegard Mousasi,mousageg01,W,49,0.52688172,5.96107056,0.551724138,0,0,0.333333333,Chris Weidman,weidmchr01,L,13,0.448275862,1.581508516,0.47311828,4,0.666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 210: Cormier vs. Johnson 2,UFC,0213PPV,4/8/2017,"Buffalo, New York, USA",Cynthia Calvillo vs Pearl Gonzalez,4072UFC,Women's Strawweight,13.75,3,Submission,Cynthia Calvillo,calvicyn01,W,50,0.295857988,3.636363636,0.669642857,1,1,0.333333333,Pearl Gonzalez,gonzapea01,L,37,0.330357143,2.690909091,0.704142012,2,0.666666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 210: Cormier vs. Johnson 2,UFC,0213PPV,4/8/2017,"Buffalo, New York, USA",Thiago Alves vs Patrick Cote,4073UFC,Welterweight,15,3,Decision - Unanimous,Thiago Alves,alvesthi01,W,79,0.503184713,5.266666667,0.664122137,1,1,1,Patrick Cote,cotepat01,L,44,0.335877863,2.933333333,0.496815287,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 210: Cormier vs. Johnson 2,UFC,0213PPV,4/8/2017,"Buffalo, New York, USA",Will Brooks vs Charles Oliveira,4074UFC,Lightweight,2.5,3,Submission,Charles Oliveira,olivecha01,W,3,0.428571429,1.2,0.2,2,1,1,Will Brooks,brookwil01,L,4,0.8,1.6,0.571428571,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 210: Cormier vs. Johnson 2,UFC,0213PPV,4/8/2017,"Buffalo, New York, USA",Myles Jury vs Mike de la Torre,4075UFC,Featherweight,3.5,3,KO/TKO,Myles Jury,jurymyl01,W,36,0.692307692,10.28571429,1,1,1,1,Mike de la Torre,torremik01,L,0,0,0,0.307692308,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 210: Cormier vs. Johnson 2,UFC,0213PPV,4/8/2017,"Buffalo, New York, USA",Sean Strickland vs Kamaru Usman,4076UFC,Welterweight,15,3,Decision - Unanimous,Kamaru Usman,usmankam01,W,90,0.526315789,6,0.737864078,2,0.25,1,Sean Strickland,stricsea01,L,27,0.262135922,1.8,0.473684211,0,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 210: Cormier vs. Johnson 2,UFC,0213PPV,4/8/2017,"Buffalo, New York, USA",Shane Burgos vs Charles Rosa,4077UFC,Featherweight,11.98,3,KO/TKO,Shane Burgos,burgosha01,W,77,0.461077844,6.427378965,0.670498084,0,0,0.857142857,Charles Rosa,rosacha01,L,86,0.329501916,7.178631052,0.538922156,1,0.142857143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 210: Cormier vs. Johnson 2,UFC,0213PPV,4/8/2017,"Buffalo, New York, USA",Jan Blachowicz vs Patrick Cummins,4078UFC,Light Heavyweight,15,3,Decision - Unanimous,Patrick Cummins,cummipat01,W,73,0.603305785,4.866666667,0.464646465,3,0.3,0.5,Jan Blachowicz,blachjan01,L,53,0.535353535,3.533333333,0.396694215,1,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 210: Cormier vs. Johnson 2,UFC,0213PPV,4/8/2017,"Buffalo, New York, USA",Gregor Gillespie vs Andrew Holbrook,4079UFC,Lightweight,0.35,3,KO/TKO,Gregor Gillespie,gillegre01,W,8,0.666666667,22.85714286,0.555555556,0,0,1,Andrew Holbrook,holbrand01,L,4,0.444444444,11.42857143,0.333333333,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 210: Cormier vs. Johnson 2,UFC,0213PPV,4/8/2017,"Buffalo, New York, USA",Josh Emmett vs Desmond Green,4080UFC,Lightweight,15,3,Decision - Split,Desmond Green,greendes01,W,57,0.459677419,3.8,0.711267606,1,0.5,1,Josh Emmett,emmetjos01,L,41,0.288732394,2.733333333,0.540322581,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 210: Cormier vs. Johnson 2,UFC,0213PPV,4/8/2017,"Buffalo, New York, USA",Irene Aldana vs Katlyn Chookagian,4081UFC,Women's Bantamweight,15,3,Decision - Split,Katlyn Chookagian,chookkat01,W,105,0.384615385,7,0.623318386,0,0,1,Irene Aldana,aldanire01,L,84,0.376681614,5.6,0.615384615,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 210: Cormier vs. Johnson 2,UFC,0213PPV,4/8/2017,"Buffalo, New York, USA",Magomed Bibulatov vs Jenel Lausa,4082UFC,Flyweight,15,3,Decision - Unanimous,Magomed Bibulatov,bibulmag01,W,51,0.443478261,3.4,0.677419355,2,0.285714286,1,Jenel Lausa,lausajen01,L,10,0.322580645,0.666666667,0.556521739,0,0,0.714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Johnson vs. Reis,Fight Night,0157FNI,4/15/2017,"Kansas City, Missouri, USA",Demetrious Johnson vs Wilson Reis,4083UFC,Flyweight,14.82,5,Submission,Demetrious Johnson,johnsdem01,W,108,0.580645161,7.287449393,0.904761905,1,0.5,1,Wilson Reis,reiswil01,L,16,0.095238095,1.079622132,0.419354839,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Johnson vs. Reis,Fight Night,0157FNI,4/15/2017,"Kansas City, Missouri, USA",Rose Namajunas vs Michelle Waterson,4084UFC,Women's Strawweight,7.78,3,Submission,Rose Namajunas,namajros01,W,47,0.652777778,6.041131105,0.333333333,1,1,0,Michelle Waterson,watermic01,L,22,0.666666667,2.827763496,0.347222222,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Johnson vs. Reis,Fight Night,0157FNI,4/15/2017,"Kansas City, Missouri, USA",Jacare Souza vs Robert Whittaker,4085UFC,Middleweight,8.47,3,KO/TKO,Robert Whittaker,whittrob01,W,55,0.5,6.493506494,0.75,0,0,0.666666667,Jacare Souza,souzajac01,L,9,0.25,1.06257379,0.5,1,0.333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Johnson vs. Reis,Fight Night,0157FNI,4/15/2017,"Kansas City, Missouri, USA",Renato Moicano vs Jeremy Stephens,4086UFC,Featherweight,15,3,Decision - Split,Renato Moicano,moicaren01,W,70,0.603448276,4.666666667,0.729468599,2,0.4,1,Jeremy Stephens,stephjer01,L,56,0.270531401,3.733333333,0.396551724,0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Johnson vs. Reis,Fight Night,0157FNI,4/15/2017,"Kansas City, Missouri, USA",Roy Nelson vs Alexander Volkov,4087UFC,Heavyweight,15,3,Decision - Unanimous,Alexander Volkov,volkoale01,W,122,0.67032967,8.133333333,0.52238806,0,0,0.875,Roy Nelson,nelsoroy01,L,32,0.47761194,2.133333333,0.32967033,1,0.125,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Johnson vs. Reis,Fight Night,0157FNI,4/15/2017,"Kansas City, Missouri, USA",Tom Duquesnoy vs Patrick Williams,4088UFC,Bantamweight,5.47,3,KO/TKO,Tom Duquesnoy,duquetom01,W,36,0.734693878,6.581352834,0.493150685,0,0,0.5,Patrick Williams,willipat01,L,37,0.506849315,6.76416819,0.265306122,2,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Johnson vs. Reis,Fight Night,0157FNI,4/15/2017,"Kansas City, Missouri, USA",Bobby Green vs Rashid Magomedov,4089UFC,Lightweight,15,3,Decision - Split,Rashid Magomedov,magomras01,W,75,0.396825397,5,0.475524476,0,0,1,Bobby Green,greenbob01,L,75,0.524475524,5,0.603174603,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Johnson vs. Reis,Fight Night,0157FNI,4/15/2017,"Kansas City, Missouri, USA",Tim Elliott vs Louis Smolka,4090UFC,Flyweight,15,3,Decision - Unanimous,Tim Elliott,elliotim01,W,57,0.626373626,3.8,0.577319588,12,0.857142857,0.75,Louis Smolka,smolklou01,L,41,0.422680412,2.733333333,0.373626374,1,0.25,0.142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Johnson vs. Reis,Fight Night,0157FNI,4/15/2017,"Kansas City, Missouri, USA",Augusto Mendes vs Aljamain Sterling,4091UFC,Bantamweight,15,3,Decision - Unanimous,Aljamain Sterling,sterlalj01,W,83,0.51552795,5.533333333,0.67032967,2,0.333333333,1,Augusto Mendes,mendeaug01,L,30,0.32967033,2,0.48447205,0,0,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Johnson vs. Reis,Fight Night,0157FNI,4/15/2017,"Kansas City, Missouri, USA",Devin Clark vs Jake Collier,4092UFC,Light Heavyweight,15,3,Decision - Unanimous,Devin Clark,clarkdev01,W,68,0.647619048,4.533333333,0.5,4,0.571428571,1,Jake Collier,collijak01,L,36,0.5,2.4,0.352380952,0,0,0.428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Johnson vs. Reis,Fight Night,0157FNI,4/15/2017,"Kansas City, Missouri, USA",Andrew Sanchez vs Anthony Smith,4093UFC,Middleweight,13.87,3,KO/TKO,Anthony Smith,smithant01,W,49,0.49,3.532804614,0.394230769,0,0,0.6,Andrew Sanchez,sanchand01,L,63,0.605769231,4.542177361,0.51,4,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Johnson vs. Reis,Fight Night,0157FNI,4/15/2017,"Kansas City, Missouri, USA",Nathan Coy vs Zak Cummings,4094UFC,Welterweight,4.35,3,Submission,Zak Cummings,cummizak01,W,25,0.347222222,5.747126437,0.43902439,0,0,0,Nathan Coy,coynat01,L,23,0.56097561,5.287356322,0.652777778,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Johnson vs. Reis,Fight Night,0157FNI,4/15/2017,"Kansas City, Missouri, USA",Ashlee Evans-Smith vs Ketlen Vieira,4095UFC,Women's Bantamweight,15,3,Decision - Unanimous,Ketlen Vieira,vieirket01,W,71,0.30212766,4.733333333,0.64021164,1,0.2,1,Ashlee Evans-Smith,evansash01,L,68,0.35978836,4.533333333,0.69787234,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Swanson vs. Lobov,Fight Night,0158FNI,4/22/2017,"Nashville, Tennessee, USA",Artem Lobov vs Cub Swanson,4096UFC,Featherweight,25,5,Decision - Unanimous,Cub Swanson,swanscub01,W,209,0.706081081,8.36,0.554347826,2,0.666666667,0.75,Artem Lobov,lobovart01,L,123,0.445652174,4.92,0.293918919,2,0.25,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Swanson vs. Lobov,Fight Night,0158FNI,4/22/2017,"Nashville, Tennessee, USA",Al Iaquinta vs Diego Sanchez,4097UFC,Lightweight,1.63,3,KO/TKO,Al Iaquinta,iaquial01,W,12,0.631578947,7.36196319,0.733333333,0,0,1,Diego Sanchez,sanchdie01,L,4,0.266666667,2.45398773,0.368421053,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Swanson vs. Lobov,Fight Night,0158FNI,4/22/2017,"Nashville, Tennessee, USA",Marcos Rogerio de Lima vs Ovince Saint Preux,4098UFC,Light Heavyweight,7.18,3,Submission,Ovince Saint Preux,preuxovi01,W,21,0.512195122,2.924791086,0.622222222,1,0.5,1,Marcos Rogerio de Lima,limamar01,L,17,0.377777778,2.367688022,0.487804878,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Swanson vs. Lobov,Fight Night,0158FNI,4/22/2017,"Nashville, Tennessee, USA",John Dodson vs Eddie Wineland,4099UFC,Bantamweight,15,3,Decision - Unanimous,John Dodson,dodsojoh01,W,48,0.466019417,3.2,0.847826087,0,0,1,Eddie Wineland,wineledd01,L,21,0.152173913,1.4,0.533980583,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Swanson vs. Lobov,Fight Night,0158FNI,4/22/2017,"Nashville, Tennessee, USA",Joe Lauzon vs Stevie Ray,4100UFC,Lightweight,15,3,Decision - Split,Stevie Ray,rayste01,W,109,0.556122449,7.266666667,0.394736842,0,0,0.285714286,Joe Lauzon,lauzojoe01,L,46,0.605263158,3.066666667,0.443877551,5,0.714285714,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Swanson vs. Lobov,Fight Night,0158FNI,4/22/2017,"Nashville, Tennessee, USA",Jake Ellenberger vs Mike Perry,4101UFC,Welterweight,6.08,3,KO/TKO,Mike Perry,perrymik01,W,26,0.472727273,4.276315789,0.585365854,0,0,0.75,Jake Ellenberger,ellenjak01,L,17,0.414634146,2.796052632,0.527272727,1,0.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Swanson vs. Lobov,Fight Night,0158FNI,4/22/2017,"Nashville, Tennessee, USA",Sam Alvey vs Thales Leites,4102UFC,Middleweight,15,3,Decision - Unanimous,Thales Leites,leitetha01,W,38,0.558823529,2.533333333,0.696629213,1,0.142857143,1,Sam Alvey,alveysam01,L,27,0.303370787,1.8,0.441176471,0,0,0.857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Swanson vs. Lobov,Fight Night,0158FNI,4/22/2017,"Nashville, Tennessee, USA",Brandon Moreno vs Dustin Ortiz,4103UFC,Flyweight,9.1,3,Submission,Brandon Moreno,morenbra01,W,24,0.328767123,2.637362637,0.733333333,0,0,0.6,Dustin Ortiz,ortizdus01,L,16,0.266666667,1.758241758,0.671232877,4,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Swanson vs. Lobov,Fight Night,0158FNI,4/22/2017,"Nashville, Tennessee, USA",Scott Holtzman vs Michael McBride,4104UFC,Lightweight,15,3,Decision - Unanimous,Scott Holtzman,holtzsco01,W,104,0.547368421,6.933333333,0.51744186,2,0.5,0.5,Michael McBride,mcbrimic01,L,83,0.48255814,5.533333333,0.452631579,3,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Swanson vs. Lobov,Fight Night,0158FNI,4/22/2017,"Nashville, Tennessee, USA",Jessica Penne vs Danielle Taylor,4105UFC,Women's Strawweight,15,3,Decision - Unanimous,Danielle Taylor,taylodan01,W,72,0.409090909,4.8,0.612359551,0,0,0.5,Jessica Penne,pennejes01,L,69,0.387640449,4.6,0.590909091,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Swanson vs. Lobov,Fight Night,0158FNI,4/22/2017,"Nashville, Tennessee, USA",Cindy Dandois vs Alexis Davis,4106UFC,Women's Bantamweight,15,3,Decision - Unanimous,Alexis Davis,davisale01,W,51,0.414634146,3.4,0.678082192,0,0,0.444444444,Cindy Dandois,dandocin01,L,47,0.321917808,3.133333333,0.585365854,5,0.555555556,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Swanson vs. Lobov,Fight Night,0158FNI,4/22/2017,"Nashville, Tennessee, USA",Bryan Barberena vs Joe Proctor,4107UFC,Welterweight,3.5,3,KO/TKO,Bryan Barberena,barbebry01,W,28,0.622222222,8,0.652173913,0,0,1,Joe Proctor,proctjoe01,L,8,0.347826087,2.285714286,0.377777778,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Swanson vs. Lobov,Fight Night,0158FNI,4/22/2017,"Nashville, Tennessee, USA",Hector Sandoval vs Matt Schnell,4108UFC,Flyweight,4.4,3,KO/TKO,Hector Sandoval,sandohec01,W,32,0.64,7.272727273,0.6,3,0.375,0,Matt Schnell,schnemat01,L,16,0.4,3.636363636,0.36,1,1,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 211: Miocic vs. Dos Santos,UFC,0214PPV,5/13/2017,"Dallas, Texas, USA",Stipe Miocic vs Junior Dos Santos,4109UFC,Heavyweight,2.37,5,KO/TKO,Stipe Miocic,miocisti01,W,26,0.464285714,10.97046414,0.333333333,0,0,1,Junior Dos Santos,santojun01,L,12,0.666666667,5.063291139,0.535714286,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 211: Miocic vs. Dos Santos,UFC,0214PPV,5/13/2017,"Dallas, Texas, USA",Jessica Andrade vs Joanna Jedrzejczyk,4110UFC,Women's Strawweight,25,5,Decision - Unanimous,Joanna Jedrzejczyk,jedrzjoa01,W,225,0.639204545,9,0.619266055,0,0,0.8,Jessica Andrade,andrajes01,L,83,0.380733945,3.32,0.360795455,2,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 211: Miocic vs. Dos Santos,UFC,0214PPV,5/13/2017,"Dallas, Texas, USA",Demian Maia vs Jorge Masvidal,4111UFC,Welterweight,15,3,Decision - Split,Demian Maia,maiadem01,W,23,0.605263158,1.533333333,0.380952381,4,0.333333333,1,Jorge Masvidal,masvijor01,L,39,0.619047619,2.6,0.394736842,0,0,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 211: Miocic vs. Dos Santos,UFC,0214PPV,5/13/2017,"Dallas, Texas, USA",Frankie Edgar vs Yair Rodriguez,4112UFC,Featherweight,10,3,TKO - Doctor's Stoppage,Frankie Edgar,edgarfra01,W,72,0.699029126,7.2,0.619047619,1,0.333333333,1,Yair Rodriguez,rodriyai01,L,16,0.380952381,1.6,0.300970874,0,0,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 211: Miocic vs. Dos Santos,UFC,0214PPV,5/13/2017,"Dallas, Texas, USA",David Branch vs Krzysztof Jotko,4113UFC,Middleweight,15,3,Decision - Split,David Branch,brancdav01,W,39,0.319672131,2.6,0.670588235,2,0.285714286,0.5,Krzysztof Jotko,jotkokrz01,L,28,0.329411765,1.866666667,0.680327869,1,0.5,0.714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 211: Miocic vs. Dos Santos,UFC,0214PPV,5/13/2017,"Dallas, Texas, USA",Jason Knight vs Chas Skelly,4115UFC,Featherweight,10.65,3,KO/TKO,Jason Knight,knighjas01,W,59,0.541284404,5.539906103,0.53968254,2,1,0.833333333,Chas Skelly,skellcha01,L,29,0.46031746,2.723004695,0.458715596,1,0.166666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 211: Miocic vs. Dos Santos,UFC,0214PPV,5/13/2017,"Dallas, Texas, USA",Rashad Coulter vs Chase Sherman,4116UFC,Heavyweight,8.6,3,KO/TKO,Chase Sherman,shermcha01,W,103,0.445887446,11.97674419,0.56626506,0,0,1,Rashad Coulter,coultras01,L,36,0.43373494,4.186046512,0.554112554,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 211: Miocic vs. Dos Santos,UFC,0214PPV,5/13/2017,"Dallas, Texas, USA",Polo Reyes vs James Vick,4117UFC,Lightweight,2.65,3,KO/TKO,James Vick,vickjam01,W,20,0.384615385,7.547169811,0.619047619,0,0,1,Polo Reyes,reyespol01,L,16,0.380952381,6.037735849,0.615384615,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 211: Miocic vs. Dos Santos,UFC,0214PPV,5/13/2017,"Dallas, Texas, USA",Jessica Aguilar vs Cortney Casey,4118UFC,Women's Strawweight,15,3,Decision - Unanimous,Cortney Casey,caseycor01,W,103,0.350340136,6.866666667,0.462264151,0,0,0.2,Jessica Aguilar,aguiljes02,L,57,0.537735849,3.8,0.649659864,4,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 211: Miocic vs. Dos Santos,UFC,0214PPV,5/13/2017,"Dallas, Texas, USA",Enrique Barzola vs Gabriel Benitez,4119UFC,Featherweight,15,3,Decision - Unanimous,Enrique Barzola,barzoenr01,W,46,0.310810811,3.066666667,0.662251656,9,0.6,1,Gabriel Benitez,benitgab01,L,51,0.337748344,3.4,0.689189189,0,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 211: Miocic vs. Dos Santos,UFC,0214PPV,5/13/2017,"Dallas, Texas, USA",Gadzhimurad Antigulov vs Joachim Christensen,4120UFC,Light Heavyweight,2.35,3,Submission,Gadzhimurad Antigulov,antiggad01,W,2,0.5,0.85106383,0.666666667,1,1,1,Joachim Christensen,chrisjoa01,L,1,0.333333333,0.425531915,0.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 211: Miocic vs. Dos Santos,UFC,0214PPV,5/13/2017,"Dallas, Texas, USA",Eddie Alvarez vs Dustin Poirier,4114UFC,Lightweight,9.03,3,Could Not Continue,Dustin Poirier,poiridus01,NC,73,0.506944444,8.084163898,0.653543307,0,0,0.75,Eddie Alvarez,alvaredd01,NC,44,0.346456693,4.872646733,0.493055556,1,0.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Gustafsson vs. Teixeira,Fight Night,0159FNI,5/28/2017,"Stockholm, Sweden",Alexander Gustafsson vs Glover Teixeira,4121UFC,Light Heavyweight,21.12,5,KO/TKO,Alexander Gustafsson,gustaale01,W,97,0.425438596,4.59280303,0.686567164,1,0.333333333,0.8,Glover Teixeira,teixeglo01,L,42,0.313432836,1.988636364,0.574561404,1,0.2,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Gustafsson vs. Teixeira,Fight Night,0159FNI,5/28/2017,"Stockholm, Sweden",Misha Cirkunov vs Volkan Oezdemir,4122UFC,Light Heavyweight,0.47,3,KO/TKO,Volkan Oezdemir,oezdevol01,W,5,0.714285714,10.63829787,0.526315789,0,0,1,Misha Cirkunov,cirkumis01,L,9,0.473684211,19.14893617,0.285714286,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Gustafsson vs. Teixeira,Fight Night,0159FNI,5/28/2017,"Stockholm, Sweden",Ben Saunders vs Peter Sobotta,4123UFC,Welterweight,7.48,3,KO/TKO,Peter Sobotta,sobotpet01,W,46,0.474226804,6.14973262,0.720588235,0,0,1,Ben Saunders,saundben01,L,19,0.279411765,2.540106952,0.525773196,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Gustafsson vs. Teixeira,Fight Night,0159FNI,5/28/2017,"Stockholm, Sweden",Omari Akhmedov vs Abdul Razak Alhassan,4124UFC,Welterweight,15,3,Decision - Split,Omari Akhmedov,akhmeoma01,W,52,0.339869281,3.466666667,0.565656566,6,0.666666667,1,Abdul Razak Alhassan,alhasabd01,L,43,0.434343434,2.866666667,0.660130719,0,0,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Gustafsson vs. Teixeira,Fight Night,0159FNI,5/28/2017,"Stockholm, Sweden",Oliver Enkamp vs Nordine Taleb,4125UFC,Welterweight,15,3,Decision - Unanimous,Nordine Taleb,talebnor01,W,57,0.647727273,3.8,0.663366337,2,1,0.8,Oliver Enkamp,enkamoli01,L,34,0.336633663,2.266666667,0.352272727,1,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Gustafsson vs. Teixeira,Fight Night,0159FNI,5/28/2017,"Stockholm, Sweden",Jack Hermansson vs Alex Nicholson,4126UFC,Middleweight,2,3,KO/TKO,Jack Hermansson,hermajac01,W,23,0.793103448,11.5,0.75,1,1,1,Alex Nicholson,nichoale01,L,1,0.25,0.5,0.206896552,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Gustafsson vs. Teixeira,Fight Night,0159FNI,5/28/2017,"Stockholm, Sweden",Pedro Munhoz vs Damian Stasiak,4127UFC,Bantamweight,15,3,Decision - Unanimous,Pedro Munhoz,munhoped01,W,65,0.430463576,4.333333333,0.708609272,3,0.3,0.666666667,Damian Stasiak,stasidam01,L,44,0.291390728,2.933333333,0.569536424,2,0.333333333,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Gustafsson vs. Teixeira,Fight Night,0159FNI,5/28/2017,"Stockholm, Sweden",Chris Camozzi vs Trevor Smith,4128UFC,Middleweight,15,3,Decision - Unanimous,Trevor Smith,smithtre01,W,39,0.65,2.6,0.444444444,4,0.571428571,1,Chris Camozzi,camozchr01,L,10,0.555555556,0.666666667,0.35,0,0,0.428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Gustafsson vs. Teixeira,Fight Night,0159FNI,5/28/2017,"Stockholm, Sweden",Reza Madadi vs Joaquim Silva,4129UFC,Lightweight,15,3,Decision - Split,Joaquim Silva,silvajoa01,W,40,0.281690141,2.666666667,0.580645161,0,0,0.615384615,Reza Madadi,madadrez01,L,26,0.419354839,1.733333333,0.718309859,5,0.384615385,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Gustafsson vs. Teixeira,Fight Night,0159FNI,5/28/2017,"Stockholm, Sweden",Nico Musoke vs Bojan Velickovic,4130UFC,Welterweight,14.62,3,KO/TKO,Bojan Velickovic,velicboj01,W,53,0.430894309,3.625170999,0.716763006,1,0.25,0.8,Nico Musoke,musoknic01,L,49,0.283236994,3.351573187,0.569105691,1,0.2,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
