event,event_type,eventID,date,location,fight,fightID,weight_class,fight_duration,scheduled_rounds,result,fighter,fighterID,outcome,SigStr,StrAccuracy,SLPM,StrDef,takedown,takedownAcc,takedownDef,opp,oppID,oppOutcome,opp_SigStr,opp_StrAccuracy,opp_SLPM,opp_StrDef,opp_takedown,opp_takedownAcc,opp_takedownDef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 153: Silva vs Bonnar,UFC,0157PPV,10/13/2012,"Rio de Janeiro, Brazil",Demian Maia vs Rick Story,2075UFC,Welterweight,2.5,3,Submission,Demian Maia,maiadem01,W,5,0.625,2,0.4,3,0.6,1,Rick Story,storyric01,L,3,0.6,1.2,0.375,0,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 153: Silva vs Bonnar,UFC,0157PPV,10/13/2012,"Rio de Janeiro, Brazil",Rony Jason vs Sam Sicilia,2076UFC,Featherweight,9.27,3,KO/TKO,Rony Jason,jasonron01,W,46,0.479166667,4.962243797,0.59375,1,1,0,Sam Sicilia,sicilsam01,L,39,0.40625,4.207119741,0.520833333,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 153: Silva vs Bonnar,UFC,0157PPV,10/13/2012,"Rio de Janeiro, Brazil",Gleison Tibau vs Francisco Trinaldo,2077UFC,Lightweight,15,3,Decision - Unanimous,Gleison Tibau,tibaugle01,W,36,0.571428571,2.4,0.536082474,5,0.833333333,1,Francisco Trinaldo,trinafra01,L,45,0.463917526,3,0.428571429,0,0,0.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 153: Silva vs Bonnar,UFC,0157PPV,10/13/2012,"Rio de Janeiro, Brazil",Diego Brandao vs Joey Gambino,2078UFC,Featherweight,15,3,Decision - Unanimous,Diego Brandao,branddie01,W,33,0.428571429,2.2,0.642201835,3,0.75,1,Joey Gambino,gambijoe01,L,39,0.357798165,2.6,0.571428571,0,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 153: Silva vs Bonnar,UFC,0157PPV,10/13/2012,"Rio de Janeiro, Brazil",Renee Forte vs Sergio Moraes,2079UFC,Welterweight,13.17,3,Submission,Sergio Moraes,moraeser01,W,16,0.355555556,1.214882308,0.657894737,4,0.363636364,1,Renee Forte,forteren01,L,26,0.342105263,1.974183751,0.644444444,0,0,0.636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 153: Silva vs Bonnar,UFC,0157PPV,10/13/2012,"Rio de Janeiro, Brazil",Chris Camozzi vs Luiz Cane,2080UFC,Middleweight,15,3,Decision - Unanimous,Chris Camozzi,camozchr01,W,97,0.360594796,6.466666667,0.586466165,0,0,0.666666667,Luiz Cane,caneluiz01,L,55,0.413533835,3.666666667,0.639405204,1,0.333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 153: Silva vs Bonnar,UFC,0157PPV,10/13/2012,"Rio de Janeiro, Brazil",Reza Madadi vs Cristiano Marcello,2081UFC,Lightweight,15,3,Decision - Split,Cristiano Marcello,marcecri01,W,72,0.298755187,4.8,0.490066225,0,0,0.25,Reza Madadi,madadrez01,L,77,0.509933775,5.133333333,0.701244813,3,0.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Macao: Franklin vs Le,Fight Night,0047FNI,11/10/2012,"Macau, China",Rich Franklin vs Cung Le,2082UFC,Middleweight,2.28,5,KO/TKO,Cung Le,lecung01,W,8,0.5,3.50877193,0.428571429,0,0,1,Rich Franklin,frankric01,L,12,0.571428571,5.263157895,0.5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Macao: Franklin vs Le,Fight Night,0047FNI,11/10/2012,"Macau, China",Dong Hyun Kim vs Paulo Thiago,2084UFC,Welterweight,15,3,Decision - Unanimous,Dong Hyun Kim,kimdon01,W,22,0.55,1.466666667,0.8,3,0.5,1,Paulo Thiago,thiagpau01,L,2,0.2,0.133333333,0.45,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Macao: Franklin vs Le,Fight Night,0047FNI,11/10/2012,"Macau, China",Mac Danzig vs Takanori Gomi,2085UFC,Lightweight,15,3,Decision - Split,Takanori Gomi,gomitak01,W,54,0.385714286,3.6,0.475409836,1,0.5,0.6,Mac Danzig,danzimac01,L,64,0.524590164,4.266666667,0.614285714,2,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Macao: Franklin vs Le,Fight Night,0047FNI,11/10/2012,"Macau, China",Jon Tuck vs Tiequan Zhang,2086UFC,Lightweight,15,3,Decision - Unanimous,Jon Tuck,tuckjon01,W,36,0.43902439,2.4,0.569892473,0,0,0,Tiequan Zhang,zhangtie01,L,40,0.430107527,2.666666667,0.56097561,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Macao: Franklin vs Le,Fight Night,0047FNI,11/10/2012,"Macau, China",Jeff Hougland vs Takeya Mizugaki,2087UFC,Bantamweight,15,3,Decision - Unanimous,Takeya Mizugaki,mizugtak01,W,63,0.5625,4.2,0.44,4,1,0.857142857,Jeff Hougland,hougljef01,L,14,0.56,0.933333333,0.4375,1,0.142857143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Macao: Franklin vs Le,Fight Night,0047FNI,11/10/2012,"Macau, China",Alex Caceres vs Motonobu Tezuka,2088UFC,Bantamweight,15,3,Decision - Split,Alex Caceres,cacerale01,W,64,0.516129032,4.266666667,0.706666667,0,0,0.833333333,Motonobu Tezuka,tezukmot01,L,22,0.293333333,1.466666667,0.483870968,2,0.166666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Macao: Franklin vs Le,Fight Night,0047FNI,11/10/2012,"Macau, China",John Lineker vs Yasuhiro Urushitani,2089UFC,Flyweight,15,3,Decision - Unanimous,John Lineker,linekjoh01,W,77,0.34375,5.133333333,0.607594937,0,0,1,Yasuhiro Urushitani,urushyas01,L,62,0.392405063,4.133333333,0.65625,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Macao: Franklin vs Le,Fight Night,0047FNI,11/10/2012,"Macau, China",Tom DeBlass vs Riki Fukuda,2090UFC,Middleweight,15,3,Decision - Unanimous,Riki Fukuda,fukudrik01,W,85,0.518292683,5.666666667,0.633333333,3,0.6,1,Tom DeBlass,deblatom01,L,44,0.366666667,2.933333333,0.481707317,0,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Macao: Franklin vs Le,Fight Night,0047FNI,11/10/2012,"Macau, China",Stanislav Nedkov vs Thiago Silva,2083UFC,Light Heavyweight,11.75,3,Overturned,Thiago Silva,silvathi01,NC,62,0.652631579,5.276595745,0.742857143,1,1,1,Stanislav Nedkov,nedkosta01,NC,18,0.257142857,1.531914894,0.347368421,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 154: St-Pierre vs Condit,UFC,0158PPV,11/17/2012,"Montreal, Quebec, Canada",Carlos Condit vs Georges St-Pierre,2091UFC,Welterweight,25,5,Decision - Unanimous,Georges St-Pierre,stpiegeo01,W,71,0.537878788,2.84,0.756756757,7,0.875,1,Carlos Condit,condicar01,L,36,0.243243243,1.44,0.462121212,0,0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 154: St-Pierre vs Condit,UFC,0158PPV,11/17/2012,"Montreal, Quebec, Canada",Johny Hendricks vs Martin Kampmann,2092UFC,Welterweight,0.77,3,KO/TKO,Johny Hendricks,hendrjoh01,W,3,0.428571429,3.896103896,1,0,0,1,Martin Kampmann,kampmmar01,L,0,0,0,0.571428571,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 154: St-Pierre vs Condit,UFC,0158PPV,11/17/2012,"Montreal, Quebec, Canada",Francis Carmont vs Tom Lawlor,2093UFC,Middleweight,15,3,Decision - Split,Francis Carmont,carmofra01,W,34,0.404761905,2.266666667,0.733333333,0,0,0.75,Tom Lawlor,lawlotom01,L,20,0.266666667,1.333333333,0.595238095,2,0.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 154: St-Pierre vs Condit,UFC,0158PPV,11/17/2012,"Montreal, Quebec, Canada",Rafael Dos Anjos vs Mark Bocek,2094UFC,Lightweight,15,3,Decision - Unanimous,Rafael Dos Anjos,anjosraf01,W,54,0.402985075,3.6,0.677966102,4,0.8,1,Mark Bocek,bocekmar01,L,19,0.322033898,1.266666667,0.597014925,0,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 154: St-Pierre vs Condit,UFC,0158PPV,11/17/2012,"Montreal, Quebec, Canada",Pablo Garza vs Mark Hominick,2095UFC,Featherweight,15,3,Decision - Unanimous,Pablo Garza,garzapab01,W,83,0.421319797,5.533333333,0.409090909,2,0.4,0,Mark Hominick,hominmar01,L,39,0.590909091,2.6,0.578680203,1,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 154: St-Pierre vs Condit,UFC,0158PPV,11/17/2012,"Montreal, Quebec, Canada",Patrick Cote vs Alessio Sakara,2096UFC,Middleweight,1.43,3,DQ,Patrick Cote,cotepat01,W,14,0.424242424,9.79020979,0.294117647,0,0,1,Alessio Sakara,sakarale01,L,24,0.705882353,16.78321678,0.575757576,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 154: St-Pierre vs Condit,UFC,0158PPV,11/17/2012,"Montreal, Quebec, Canada",Cyrille Diabate vs Chad Griggs,2097UFC,Light Heavyweight,2.4,3,Submission,Cyrille Diabate,diabacyr01,W,6,0.857142857,2.5,0.333333333,2,1,0.5,Chad Griggs,griggcha01,L,2,0.666666667,0.833333333,0.142857143,1,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 154: St-Pierre vs Condit,UFC,0158PPV,11/17/2012,"Montreal, Quebec, Canada",John Makdessi vs Sam Stout,2098UFC,Lightweight,15,3,Decision - Unanimous,John Makdessi,makdejoh01,W,84,0.535031847,5.6,0.829268293,0,0,1,Sam Stout,stoutsam01,L,63,0.170731707,4.2,0.464968153,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 154: St-Pierre vs Condit,UFC,0158PPV,11/17/2012,"Montreal, Quebec, Canada",Antonio Carvalho vs Rodrigo Damm,2099UFC,Featherweight,15,3,Decision - Split,Antonio Carvalho,carvaant01,W,48,0.32,3.2,0.683544304,0,0,1,Rodrigo Damm,dammrodr01,L,50,0.316455696,3.333333333,0.68,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 154: St-Pierre vs Condit,UFC,0158PPV,11/17/2012,"Montreal, Quebec, Canada",John Maguire vs Matthew Riddle,2100UFC,Welterweight,15,3,Decision - Unanimous,Matthew Riddle,riddlmat01,W,45,0.27607362,3,0.660550459,1,0.25,1,John Maguire,maguijoh01,L,37,0.339449541,2.466666667,0.72392638,0,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 154: St-Pierre vs Condit,UFC,0158PPV,11/17/2012,"Montreal, Quebec, Canada",Azamat Gashimov vs Ivan Menjivar,2101UFC,Bantamweight,2.73,3,Submission,Ivan Menjivar,menjiiva01,W,6,0.6,2.197802198,0.692307692,0,0,0,Azamat Gashimov,gashiaza01,L,4,0.307692308,1.465201465,0.4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 154: St-Pierre vs Condit,UFC,0158PPV,11/17/2012,"Montreal, Quebec, Canada",Darren Elkins vs Steven Siler,2102UFC,Featherweight,15,3,Decision - Unanimous,Darren Elkins,elkindar01,W,44,0.483516484,2.933333333,0.6875,6,0.857142857,1,Steven Siler,silerste01,L,15,0.3125,1,0.516483516,0,0,0.142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on Fox: Henderson vs Diaz,Fight Night,0048FNI,12/8/2012,"Seattle, Washington, USA",Nate Diaz vs Benson Henderson,2103UFC,Lightweight,25,5,Decision - Unanimous,Benson Henderson,hendeben01,W,124,0.626262626,4.96,0.638554217,8,0.666666667,1,Nate Diaz,diaznat01,L,30,0.361445783,1.2,0.373737374,0,0,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on Fox: Henderson vs Diaz,Fight Night,0048FNI,12/8/2012,"Seattle, Washington, USA",Alexander Gustafsson vs Mauricio Rua,2104UFC,Light Heavyweight,15,3,Decision - Unanimous,Alexander Gustafsson,gustaale01,W,72,0.461538462,4.8,0.568421053,6,0.5,0.666666667,Mauricio Rua,ruamau01,L,41,0.431578947,2.733333333,0.538461538,1,0.333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on Fox: Henderson vs Diaz,Fight Night,0048FNI,12/8/2012,"Seattle, Washington, USA",Rory MacDonald vs BJ Penn,2105UFC,Welterweight,15,3,Decision - Unanimous,Rory MacDonald,macdoror01,W,116,0.571428571,7.733333333,0.730337079,1,0.333333333,1,BJ Penn,pennbj01,L,24,0.269662921,1.6,0.428571429,0,0,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on Fox: Henderson vs Diaz,Fight Night,0048FNI,12/8/2012,"Seattle, Washington, USA",Matt Brown vs Mike Swick,2106UFC,Welterweight,7.52,3,KO/TKO,Matt Brown,brownmat01,W,25,0.641025641,3.324468085,0.689655172,1,1,1,Mike Swick,swickmik01,L,9,0.310344828,1.196808511,0.358974359,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on Fox: Henderson vs Diaz,Fight Night,0048FNI,12/8/2012,"Seattle, Washington, USA",Yves Edwards vs Jeremy Stephens,2107UFC,Lightweight,1.92,3,KO/TKO,Yves Edwards,edwaryve01,W,8,0.380952381,4.166666667,0.761904762,0,0,1,Jeremy Stephens,stephjer01,L,5,0.238095238,2.604166667,0.619047619,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on Fox: Henderson vs Diaz,Fight Night,0048FNI,12/8/2012,"Seattle, Washington, USA",Raphael Assuncao vs Mike Easton,2108UFC,Bantamweight,15,3,Decision - Unanimous,Raphael Assuncao,assunrap01,W,57,0.365384615,3.8,0.806451613,0,0,1,Mike Easton,eastomik01,L,30,0.193548387,2,0.634615385,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on Fox: Henderson vs Diaz,Fight Night,0048FNI,12/8/2012,"Seattle, Washington, USA",Ramsey Nijem vs Joe Proctor,2109UFC,Lightweight,15,3,Decision - Unanimous,Ramsey Nijem,nijemram01,W,49,0.418803419,3.266666667,0.691176471,5,0.5,1,Joe Proctor,proctjoe01,L,21,0.308823529,1.4,0.581196581,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on Fox: Henderson vs Diaz,Fight Night,0048FNI,12/8/2012,"Seattle, Washington, USA",Daron Cruickshank vs Henry Martinez,2110UFC,Lightweight,7.95,3,KO/TKO,Daron Cruickshank,cruicdar01,W,52,0.571428571,6.540880503,0.794117647,0,0,1,Henry Martinez,martihen01,L,21,0.205882353,2.641509434,0.428571429,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on Fox: Henderson vs Diaz,Fight Night,0048FNI,12/8/2012,"Seattle, Washington, USA",Marcus LeVesseur vs Abel Trujillo,2111UFC,Lightweight,8.93,3,KO/TKO,Abel Trujillo,trujiabe01,W,57,0.76,6.382978723,0.4375,1,1,0.8,Marcus LeVesseur,levesmar01,L,9,0.5625,1.007838746,0.24,2,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on Fox: Henderson vs Diaz,Fight Night,0048FNI,12/8/2012,"Seattle, Washington, USA",Nam Phan vs Dennis Siver,2112UFC,Featherweight,15,3,Decision - Unanimous,Dennis Siver,siverden01,W,128,0.468864469,8.533333333,0.8,2,0.5,1,Nam Phan,phannam01,L,24,0.2,1.6,0.531135531,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on Fox: Henderson vs Diaz,Fight Night,0048FNI,12/8/2012,"Seattle, Washington, USA",John Albert vs Scott Jorgensen,2113UFC,Bantamweight,4.98,3,Submission,Scott Jorgensen,jorgesco01,W,12,0.666666667,2.409638554,0.5,0,0,1,John Albert,alberjoh01,L,5,0.5,1.004016064,0.333333333,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on FX: Sotiropoulos vs Pearson,Fight Night,0049FNI,12/14/2012,"Gold Coast, Queensland, Australia",Ross Pearson vs George Sotiropoulos,2114UFC,Lightweight,10.68,5,KO/TKO,Ross Pearson,pearsros01,W,50,0.5,4.68164794,0.699115044,0,0,0.833333333,George Sotiropoulos,sotirgeo01,L,34,0.300884956,3.183520599,0.5,1,0.166666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on FX: Sotiropoulos vs Pearson,Fight Night,0049FNI,12/14/2012,"Gold Coast, Queensland, Australia",Bradley Scott vs Robert Whittaker,2115UFC,Welterweight,15,3,Decision - Unanimous,Robert Whittaker,whittrob01,W,83,0.410891089,5.533333333,0.678362573,0,0,0.8,Bradley Scott,scottbra01,L,55,0.321637427,3.666666667,0.589108911,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on FX: Sotiropoulos vs Pearson,Fight Night,0049FNI,12/14/2012,"Gold Coast, Queensland, Australia",Colin Fletcher vs Norman Parke,2116UFC,Lightweight,15,3,Decision - Unanimous,Norman Parke,parkenor01,W,42,0.428571429,2.8,0.602836879,6,0.666666667,1,Colin Fletcher,fletccol01,L,56,0.397163121,3.733333333,0.571428571,0,0,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on FX: Sotiropoulos vs Pearson,Fight Night,0049FNI,12/14/2012,"Gold Coast, Queensland, Australia",Hector Lombard vs Rousimar Palhares,2117UFC,Middleweight,3.63,3,KO/TKO,Hector Lombard,lombahec01,W,24,0.52173913,6.611570248,0.538461538,0,0,1,Rousimar Palhares,palharou01,L,6,0.461538462,1.652892562,0.47826087,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on FX: Sotiropoulos vs Pearson,Fight Night,0049FNI,12/14/2012,"Gold Coast, Queensland, Australia",Chad Mendes vs Yaotzin Meza,2118UFC,Featherweight,1.92,3,KO/TKO,Chad Mendes,mendecha01,W,10,0.769230769,5.208333333,0.866666667,0,0,1,Yaotzin Meza,mezayao01,L,2,0.133333333,1.041666667,0.230769231,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on FX: Sotiropoulos vs Pearson,Fight Night,0049FNI,12/14/2012,"Gold Coast, Queensland, Australia",Seth Baczynski vs Mike Pierce,2120UFC,Welterweight,15,3,Decision - Unanimous,Mike Pierce,piercmik01,W,16,0.333333333,1.066666667,0.679245283,6,0.5,1,Seth Baczynski,baczyset01,L,34,0.320754717,2.266666667,0.666666667,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on FX: Sotiropoulos vs Pearson,Fight Night,0049FNI,12/14/2012,"Gold Coast, Queensland, Australia",Benny Alloway vs Manuel Rodriguez,2121UFC,Welterweight,4.95,3,KO/TKO,Benny Alloway,allowben01,W,16,0.615384615,3.232323232,0.666666667,0,0,0.25,Manuel Rodriguez,rodriman01,L,4,0.333333333,0.808080808,0.384615385,3,0.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on FX: Sotiropoulos vs Pearson,Fight Night,0049FNI,12/14/2012,"Gold Coast, Queensland, Australia",Brendan Loughnane vs Mike Wilkinson,2122UFC,Lightweight,15,3,Decision - Unanimous,Mike Wilkinson,wilkimik01,W,54,0.339622642,3.6,0.369747899,1,0.083333333,1,Brendan Loughnane,loughbre01,L,75,0.630252101,5,0.660377358,0,0,0.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on FX: Sotiropoulos vs Pearson,Fight Night,0049FNI,12/14/2012,"Gold Coast, Queensland, Australia",Cody Donovan vs Nick Penner,2123UFC,Light Heavyweight,4.58,3,KO/TKO,Cody Donovan,donovcod01,W,19,0.703703704,4.148471616,0.611111111,1,1,1,Nick Penner,pennenic01,L,7,0.388888889,1.528384279,0.296296296,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on FX: Sotiropoulos vs Pearson,Fight Night,0049FNI,12/14/2012,"Gold Coast, Queensland, Australia",Joey Beltran vs Igor Pokrajac,2119UFC,Light Heavyweight,15,3,Overturned,Igor Pokrajac,pokraigo01,NC,48,0.510638298,3.2,0.532374101,0,0,1,Joey Beltran,beltrjoe01,NC,65,0.467625899,4.333333333,0.489361702,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ultimate Fighter 16 Finale,The Ultimate Fighter,0016TUF,12/15/2012,"Las Vegas, Nevada, USA",Matt Mitrione vs Roy Nelson,2124UFC,Heavyweight,2.97,5,KO/TKO,Roy Nelson,nelsoroy01,W,23,0.433962264,7.744107744,0.535714286,0,0,1,Matt Mitrione,mitrimat01,L,13,0.464285714,4.377104377,0.566037736,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ultimate Fighter 16 Finale,The Ultimate Fighter,0016TUF,12/15/2012,"Las Vegas, Nevada, USA",Mike Ricci vs Colton Smith,2125UFC,Welterweight,15,3,Decision - Unanimous,Colton Smith,smithcol01,W,15,0.833333333,1,0.4,7,0.4375,1,Mike Ricci,riccimik01,L,9,0.6,0.6,0.166666667,0,0,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ultimate Fighter 16 Finale,The Ultimate Fighter,0016TUF,12/15/2012,"Las Vegas, Nevada, USA",Pat Barry vs Shane del Rosario,2126UFC,Heavyweight,5.43,3,KO/TKO,Pat Barry,barrypat01,W,11,0.733333333,2.025782689,0.44,0,0,0.75,Shane del Rosario,rosarsha01,L,14,0.56,2.578268877,0.266666667,1,0.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ultimate Fighter 16 Finale,The Ultimate Fighter,0016TUF,12/15/2012,"Las Vegas, Nevada, USA",Jonathan Brookins vs Dustin Poirier,2127UFC,Featherweight,4.25,3,Submission,Dustin Poirier,poiridus01,W,35,0.479452055,8.235294118,0.518518519,0,0,1,Jonathan Brookins,brookjon01,L,26,0.481481481,6.117647059,0.520547945,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ultimate Fighter 16 Finale,The Ultimate Fighter,0016TUF,12/15/2012,"Las Vegas, Nevada, USA",James Head vs Mike Pyle,2128UFC,Welterweight,1.92,3,KO/TKO,Mike Pyle,pylemik01,W,9,0.529411765,4.6875,0.48,0,0,1,James Head,headjame01,L,13,0.52,6.770833333,0.470588235,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ultimate Fighter 16 Finale,The Ultimate Fighter,0016TUF,12/15/2012,"Las Vegas, Nevada, USA",Johnny Bedford vs Marcos Vinicius,2129UFC,Bantamweight,6,3,KO/TKO,Johnny Bedford,bedfojoh01,W,34,0.566666667,5.666666667,0.733333333,1,1,1,Marcos Vinicius,vinicmar01,L,4,0.266666667,0.666666667,0.433333333,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ultimate Fighter 16 Finale,The Ultimate Fighter,0016TUF,12/15/2012,"Las Vegas, Nevada, USA",Rustam Khabilov vs Vinc Pichel,2130UFC,Lightweight,2.25,3,KO/TKO,Rustam Khabilov,khabirus01,W,13,0.684210526,5.777777778,1,5,0.833333333,1,Vinc Pichel,pichevin01,L,0,0,0,0.315789474,0,0,0.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ultimate Fighter 16 Finale,The Ultimate Fighter,0016TUF,12/15/2012,"Las Vegas, Nevada, USA",Nick Catone vs TJ Waldburger,2131UFC,Welterweight,6.07,3,Submission,TJ Waldburger,waldbtj01,W,13,0.764705882,2.141680395,0.375,1,0.2,0.5,Nick Catone,catonnic01,L,10,0.625,1.647446458,0.235294118,1,0.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ultimate Fighter 16 Finale,The Ultimate Fighter,0016TUF,12/15/2012,"Las Vegas, Nevada, USA",Reuben Duran vs Hugo Viana,2132UFC,Bantamweight,4.08,3,KO/TKO,Hugo Viana,vianahug01,W,22,0.564102564,5.392156863,0.733333333,0,0,1,Reuben Duran,duranreu01,L,8,0.266666667,1.960784314,0.435897436,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ultimate Fighter 16 Finale,The Ultimate Fighter,0016TUF,12/15/2012,"Las Vegas, Nevada, USA",John Cofer vs Mike Rio,2133UFC,Lightweight,14.18,3,Submission,Mike Rio,riomike01,W,30,0.447761194,2.115655853,0.474576271,4,0.363636364,1,John Cofer,coferjoh01,L,31,0.525423729,2.186177715,0.552238806,0,0,0.636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ultimate Fighter 16 Finale,The Ultimate Fighter,0016TUF,12/15/2012,"Las Vegas, Nevada, USA",Tim Elliott vs Jared Papazian,2134UFC,Flyweight,15,3,Decision - Unanimous,Tim Elliott,elliotim01,W,36,0.52173913,2.4,0.628865979,7,0.5,1,Jared Papazian,papazjar01,L,36,0.371134021,2.4,0.47826087,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 155: Dos Santos vs Velasquez II,UFC,0159PPV,12/29/2012,"Las Vegas, Nevada, USA",Junior Dos Santos vs Cain Velasquez,2135UFC,Heavyweight,25,5,Decision - Unanimous,Cain Velasquez,velascai01,W,111,0.495535714,4.44,0.583941606,11,0.333333333,1,Junior Dos Santos,santojun01,L,57,0.416058394,2.28,0.504464286,0,0,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 155: Dos Santos vs Velasquez II,UFC,0159PPV,12/29/2012,"Las Vegas, Nevada, USA",Joe Lauzon vs Jim Miller,2136UFC,Lightweight,15,3,Decision - Unanimous,Jim Miller,millejim01,W,91,0.446078431,6.066666667,0.715447154,1,1,1,Joe Lauzon,lauzojoe01,L,35,0.284552846,2.333333333,0.553921569,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 155: Dos Santos vs Velasquez II,UFC,0159PPV,12/29/2012,"Las Vegas, Nevada, USA",Tim Boetsch vs Costas Philippou,2137UFC,Middleweight,12.18,3,KO/TKO,Costas Philippou,philicos01,W,28,0.378378378,2.298850575,0.528301887,0,0,0.75,Tim Boetsch,boetstim01,L,25,0.471698113,2.052545156,0.621621622,2,0.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
